,CLUES,NOMBRE DE LA ENTIDAD,NOMBRE DEL MUNICIPIO,NOMBRE DE LA LOCALIDAD,NOMBRE DE LA JURISDICCION,CLAVE DE LA INSTITUCION,NOMBRE DE TIPOLOGIA,CONSULTORIOS DE MED GRAL,CONSULTORIOS EN OTRAS AREAS,TOTAL DE CONSULTORIOS,CAMAS EN AREA DE HOS,CAMAS EN OTRAS AREAS,TOTAL DE CAMAS,NOMBRE DE LA UNIDAD,OBSERVACIONES DE LA DIRECCION,CODIGO POSTAL,ESTATUS DE OPERACION,LONGITUD,LATITUD,NIVEL ATENCION
6944,DFSMP001922,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,5,0,5,ST SANAT. DR CASTILLO SA,"CUAUHTEMOC NO 78-A, COL. LA ASUNCION",9000.0,EN OPERACION,-99.0902289,19.3610145,SEGUNDO NIVEL
6946,DFSMP001946,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,7,0,7,MATERNIDAD DANELIA,"CLAVELLINA MZ 15 LT 4, COL. LOS ANGELES",9830.0,EN OPERACION,-99.0727781,19.3468845,SEGUNDO NIVEL
6948,DFSMP001963,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,4,0,4,8,0,8,HOSPITAL JOSÉ MAGNOLIA SA DE CV,"MAGNOLIA NO 116, COL. LOS ANGELES APANOAYA",9830.0,EN OPERACION,-99.06934,19.3444234,SEGUNDO NIVEL
6949,DFSMP001975,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SERVICIO MÉDICO QUIRÚRGICO,"MANUEL CAÑAS NO 74, COL. SANTA CRUZ MEYEHUALCO",9700.0,EN OPERACION,-99.0427228,19.3375571,SEGUNDO NIVEL
6952,DFSMP002004,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,GRUPO MÉDICO SANTA MARTHA,"RÍO COLORADO MZA. 108 LT.2, COL. PUENTE BLANCO",99999.0,EN OPERACION,-99.06497739,19.32582787,SEGUNDO NIVEL
6954,DFSMP002021,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CENTRAL DE DIAGNÓSTICO CLÍNICO,"ESTRONCIO NO 6, COL. PARAJE SAN JUAN",9830.0,EN OPERACION,-99.07817867589984,19.34632968445274,SEGUNDO NIVEL
6955,DFSMP002033,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,3,0,3,CLÍNICA PRIMAVERA DR MOISES ORTEGA,"REFORMA DEPORTIVA NO 35, COL. REFORMA POLITICA",9730.0,EN OPERACION,-99.0302322,19.3416194,SEGUNDO NIVEL
6957,DFSMP002050,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SANATORIO NUESTRA SEÑORA DE ZAPOPAN,"FRANCISCO I MADERO 452, COL. PROGRESISTA",9240.0,EN OPERACION,-99.0648361,19.3598051,SEGUNDO NIVEL
6958,DFSMP002062,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SANATORIO SAN ALEJANDRO,"JOSÉ MARÍA PARRAS NO. 65, COL. JUAN ESCUTIA",99999.0,EN OPERACION,-99.0452303,19.394434,SEGUNDO NIVEL
6960,DFSMP002086,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,ST SANAT. DR FERNANDO LEÓN CERVANTES,"VENUSTIANO CARRANZA NO 25, COL. AÑO DE JUAREZ",9780.0,EN OPERACION,-99.07356870000001,19.3188841,SEGUNDO NIVEL
6962,DFSMP002103,CIUDAD DE MEXICO,TLALPAN,TLALPAN,TLALPAN,SMP,NO ESPECIFICADO,10,0,10,31,0,31,CLINICA DE ESPECIALIDADES MEDICAS DEL SUR S.C.,,14370.0,EN OPERACION,-99.14295,19.29886,SEGUNDO NIVEL
6966,DFSMP002144,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CONSULTORIO MÉDICO CITLALI,"LAZARO CARDENAS MZ 17 LT 27, COL. CITLALI",9660.0,EN OPERACION,-99.0219532,19.3421119,SEGUNDO NIVEL
6968,DFSMP002161,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CONSULTORIO MÉDICO QUIRÚRGICO,"BILBAO MZ 44 LT 26 NO 16 A, COL. SAN NICOLAS TOLENTINO",9850.0,EN OPERACION,-99.0708,19.3271,SEGUNDO NIVEL
6969,DFSMP002173,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,7,0,7,CLÍNICA MÉDICO QUIRÚRGICA,"CALLE 13 NO 142, COL. JOSÉ LÓPEZ PORTILLO",9920.0,EN OPERACION,-99.079,19.3071,SEGUNDO NIVEL
6972,DFSMP002202,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,17,0,17,2,0,2,CLÍNICA DE INTEGRAION MEDICA ESPECIALIZADA (CIME),"MAGDALENA 430, COL. DEL VALLE",99999.0,EN OPERACION,-99.17237213,19.38987213,SEGUNDO NIVEL
6975,DFSMP002231,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,2,0,2,30,0,30,SANATORIO SAN JOSÉ SA DE CV,"GABRIEL MANCERA NO 1802, COL. DEL VALLE",3100.0,EN OPERACION,-99.16962195,19.364234,SEGUNDO NIVEL
6978,DFSMP002260,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CLÍNICA MÉDICA CHOPERENA,"AV. 10 NO. 25, COL. IGANCIO ZARAGOZA",99999.0,EN OPERACION,-99.09723675,19.4152245,SEGUNDO NIVEL
6980,DFSMP002284,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,2,0,2,3,0,3,CLÍNICA SOROAL,"PERLA 45, COL. CARACOL",99999.0,EN OPERACION,-99.06692980000003,19.4260984,SEGUNDO NIVEL
6983,DFSMP002313,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,2,0,2,2,0,2,CLÍNICA MÉDICA SALGADO,"ALBERTO BRANIFF NO 37, COL. COL. AVIACION CIVIL",15740.0,EN OPERACION,-99.078299,19.41153694,SEGUNDO NIVEL
6984,DFSMP002325,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,3,0,3,6,0,6,CENTRO MÉDICO PROVIDENCIA SC,"ORIENTE 172 NO 146, COL. MOCTEZUMA 2A SECCION",15530.0,EN OPERACION,-99.09559719999999,19.4295472,SEGUNDO NIVEL
6985,DFSMP002330,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,5,0,5,4,0,4,MARÍA ELENA PONCE MUÑOZ,"AV. CIRCUNVALACIÓN NO. 8, COL. ARENAL 1ERA. SECCIÓN",99999.0,EN OPERACION,-99.0667,19.4242,SEGUNDO NIVEL
6986,DFSMP002342,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,SANATORIO Y MATERNIDAD NUESTRA SEÑORA DE FATIMA,"ORIENTE 168 NO. 134, COL. MOCTEZUMA 1ERA. SECCIÓN",99999.0,EN OPERACION,-99.09749148881929,19.42868695801478,SEGUNDO NIVEL
6987,DFSMP002354,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,10,0,10,12,0,12,HOSPITAL DEL PERPETUO SOCORRO ASOCIACIÓN HISPANO MEXICANA SIMIGEN,"AV. TLAHUAC NO 1004, COL. LOMAS ESTRELLA",9880.0,EN OPERACION,-99.09189291,19.32158752,SEGUNDO NIVEL
6988,DFSMP002366,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,5,0,5,CLÍNICA DE ESPECIALIDADES SANTA ROSA,"LIMA 905, COL. LINDAVISTA",99999.0,EN OPERACION,-99.12499887,19.49538867,SEGUNDO NIVEL
6989,DFSMP002371,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,10,0,10,8,0,8,SANATORIO SANTA INES S.C.,"AV. TALISMÁN 66, COL. ESTRELLA",99999.0,EN OPERACION,-99.11721933,19.47738413,SEGUNDO NIVEL
6990,DFSMP002383,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,3,0,3,3,0,3,CLÍNICA SAN ANTONIO DE PADUA,"MARIANO MATAMOROS NO 43, COL. BARRIO SAN ANTONIO",16000.0,EN OPERACION,-99.10668911,19.26360506,SEGUNDO NIVEL
6991,DFSMP002395,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,0,4,4,2,0,2,TORRE CLINIMEDIC ESPECIALISTAS MÉDICOS S.C.,"DOMINGO ARELLANO DE RAMIREZ NO 44, COL. JUAN ESCUTIA",9100.0,EN OPERACION,-99.05252808865976,19.419236271819713,SEGUNDO NIVEL
6992,DFSMP002400,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,10,0,10,15,0,15,SANATORIO SANTA ROSA,"AV. 3A NO. 60, COL. SANTA ROSA",7620.0,EN OPERACION,-99.16567055976884,19.520366555645616,SEGUNDO NIVEL
6993,DFSMP002412,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,ESPECIALIDADES MÉDICO QUIRÚRGICAS,"AV. DE LA MAREJADA NO. 33, COL. ACUEDUCTO DE GUADALUPE",99999.0,EN OPERACION,-99.15180890357988,19.5281191753087,SEGUNDO NIVEL
6994,DFSMP002424,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,12,0,12,15,0,15,HOSPITAL DE LA BASILICA  S.A.,"FRANCISCO CAMPOS 43, COL. VILLA",99999.0,EN OPERACION,-99.11400450000002,19.4847586,SEGUNDO NIVEL
6995,DFSMP002436,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CLÍNICA MÉDICA LA PRADERA,"VOLCAN PARICUTÍN NO. 95, COL. LA PRADERA",99999.0,EN OPERACION,-99.06777037,19.47689541,SEGUNDO NIVEL
6996,DFSMP002441,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA MATERNIDAD JARA,"AYUTLA NO. 93, COL. SAN FELIPE DE JESÚS",99999.0,EN OPERACION,-99.07810716426866,19.493316171884366,SEGUNDO NIVEL
6997,DFSMP002453,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA MATERNIDAD PROGRESO,"PROGRESO NO. 75, COL. ARAGÓN, LA VILLA",99999.0,EN OPERACION,-99.11412520802514,19.479863487924685,SEGUNDO NIVEL
6998,DFSMP002465,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,8,0,8,SANATORIO SANTA ALICIA,"ALICIA NO. 166, COL. GUADALUPE TEPEYAC",99999.0,EN OPERACION,-99.12219865715997,19.470400882959026,SEGUNDO NIVEL
6999,DFSMP002470,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,5,0,5,8,0,8,SANATORIO Y MATERNIDAD SANTA INES,"AV. TALISMÁN NO. 66, COL. ESTRELLA",99999.0,EN OPERACION,-99.11721933,19.47738413,SEGUNDO NIVEL
7000,DFSMP002482,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,10,0,10,HOSPITAL SANTA MARÍA TICÓMAN,"BANDERAS S/N, ESQ. 8 DE MAYO, COL. TICOMÁN",99999.0,EN OPERACION,-99.12990267,19.51492551,SEGUNDO NIVEL
7001,DFSMP002494,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,5,0,5,SANATORIO CEDILLO /DR. PEDRO APOLINAR CEDILLO LÓPEZ,"AV. VENUSTIANO CARRANAZA NO. 26, COL. CUAUTEPEC, EL ALTO",99999.0,EN OPERACION,-99.13615017,19.55469919,SEGUNDO NIVEL
7002,DFSMP002506,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,2,0,2,CLÍNICA SAGRADO CORAZÓN,"PERLILLAR NO. 191, COL. AMPLIACIÓN PROGRESO NACIONAL",99999.0,EN OPERACION,-99.1565033,19.5163168,SEGUNDO NIVEL
7003,DFSMP002511,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA DE ESPECIALIDADES MÉDICAS Y QUIRÚRGICAS / DR. JOSÉ A. JESÚS CARREÓN FRAGOSO,"FELIPE ANGELES NO. 131-A, COL. PALMATITLA",99999.0,EN OPERACION,-99.13158156,19.55501005,SEGUNDO NIVEL
7004,DFSMP002523,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LA MAGDALENA CONTRERAS,MAGDALENA CONTRERAS,SMP,NO ESPECIFICADO,3,0,3,2,0,2,CLÍNICA DE ESPECIALIDADES MÉDICAS DR. MARTÍN CÁRDENAS TÉLLEZ,"AV. OJO DE AGUA 5, COL. HUAYATLA",99999.0,EN OPERACION,-99.2607638,19.3116799,SEGUNDO NIVEL
7005,DFSMP002535,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LA MAGDALENA CONTRERAS,MAGDALENA CONTRERAS,SMP,NO ESPECIFICADO,5,0,5,5,0,5,CONSULTORIO Y MATERNIDAD SANTA ELENA,"AV. MÉXICO 1349, COL. LA CRUZ CONTRERAS",99999.0,EN OPERACION,-99.23343944,19.30735335,SEGUNDO NIVEL
7006,DFSMP002540,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,10,0,10,10,0,10,SANATORIO SAN ANTONIO,"AV. UNO NO. 18, COL. SAN PEDRO DE LOS PINOS",99999.0,EN OPERACION,-99.18451753450427,19.39530506683497,SEGUNDO NIVEL
7007,DFSMP002552,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,3,0,3,SANTORIO LA ESPERANZA,"GARDENIA MZA 2 LT. 21, COL. CAMPESTRE PORTERO",99999.0,EN OPERACION,-98.9783,19.3318,SEGUNDO NIVEL
7008,DFSMP002564,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,UNIDAD MÉDICA INTEGRAL DR. MAGIN PULIDO,"POPOCATEPETL MZ 16 LT 6, COL. MIXCOATL",9708.0,EN OPERACION,-99.0478,19.3252,SEGUNDO NIVEL
7009,DFSMP002576,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,1,0,1,CONSULTORIO SAN ANGEL,"BATALLON FIJO DE VERACRUZ 40, COL. UNIDAD HABITACIONAL EJÉRCITO DE ORIENTE 2DA. SECCIÓN",99999.0,EN OPERACION,-99.0364,19.3788,SEGUNDO NIVEL
7013,DFSMP002610,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CLÍNICA MATERNIDAD SAN JUDAS TADEO,"AV. 15 DE SEPTIEMBRE 59 B , COL. LOMAS DE ZARAGOZA",9620.0,EN OPERACION,-98.99609191811578,19.3527499741168,SEGUNDO NIVEL
7014,DFSMP002622,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,3,0,3,3,0,3,CENTRO DE PSICOPROFILAXIS OBSTETRICA,"MANUEL M. FLORES 113, COL. OBRERA",99999.0,EN OPERACION,-99.13755300000003,19.4163259,SEGUNDO NIVEL
7018,DFSMP002663,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,5,0,5,8,0,8,CENTRO MÉDICO SANTA FE,"AV MEXICO PONIENTE NO 89, COL. SAN GREGORIO ATLAPULCO",16600.0,EN OPERACION,-99.05939682,19.25343617,SEGUNDO NIVEL
7019,DFSMP002675,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,4,0,4,5,0,5,CLÍNICA HOSPITAL XALTOCAN SA DE CV,"CUAUHTÉMOC 125, COL. XALTOCAN",16090.0,EN OPERACION,-99.102711,19.25827046,SEGUNDO NIVEL
7020,DFSMP002680,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,SANATORIO SAN AGUSTÍN,"PINO NO 10 INT 16, COL. BARRIO SAN JUAN",16000.0,EN OPERACION,-99.10552189999999,19.2647156,SEGUNDO NIVEL
7024,DFSMP002721,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,SANATORIO SANTA AURORA,"CANAL SUEZ MZ 7 LT 9, COL. INSURGENTES",9750.0,EN OPERACION,-99.0565,19.332,SEGUNDO NIVEL
7025,DFSMP002733,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,5,0,5,CLINICA SANTA MARIA,NORTE 19 NO 5232 COL. NUEVA VALLEJO,7750.0,EN OPERACION,-99.147865,19.4857238,SEGUNDO NIVEL
7026,DFSMP002745,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CONSULTORIO MÉDICO.,"AGUSTIN MELGAR 25, COL. LOMAS DE ZARAGOZA",99999.0,EN OPERACION,-99.0931,19.3583,SEGUNDO NIVEL
7027,DFSMP002750,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,UNIDAD MÉDICA QUIRÚRGICA,"MANUEL DE LA GARZA MZ 86 LT 5, COL. SAN MIGUEL TEOTONGO",9630.0,EN OPERACION,-99.0931,19.3583,SEGUNDO NIVEL
7028,DFSMP002762,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,URGENCIAS MÉDICAS 24 HORAS,"NORTE 166 NO. 517, COL. PENSADOR MEXICANO",99999.0,EN OPERACION,-99.090262,19.44237583,SEGUNDO NIVEL
7030,DFSMP002786,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA MÉDICA SAN FELIPE,"JOSE MARIA RODRIGUEZ MZ 19 LT 2 INT 3, COL. CONSTITUCION DE 1917",9260.0,EN OPERACION,-99.06290553,19.34589297,SEGUNDO NIVEL
7031,DFSMP002791,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,8,0,8,CLÍNICA DE URGENIAS MÉDICAS QUIRÚRGICAS DE ORIENTE,"AV VERGEL NO 15, COL. FRANCISCO VILLA",9720.0,EN OPERACION,-99.0570378,19.3338677,SEGUNDO NIVEL
7032,DFSMP002803,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CONSULTORIO MÉDICO DR. ANTONIO GARCÍA ANDRACA,"AV. CAÑADA MZA. 85 LT. 11, COL. LOMAS DE LA ESTANCIA",99999.0,EN OPERACION,-99.0072101,19.3352443,SEGUNDO NIVEL
7033,DFSMP002815,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,7,0,7,CLÍNICA LEMDI,"AHUIZOTL MZA. 1 LT. 15, COL. AMPLIACIÓN SANTIAGO",9609.0,EN OPERACION,-99.0166739,19.3475542,SEGUNDO NIVEL
7034,DFSMP002820,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,UNIDAD MÉDICA SINAI,"CUTBERTO AROCHE MZA 187 LT 12 , COL. AMPLIACIÓN SANTA MARTHA",99999.0,EN OPERACION,-99.01559323,19.37939256,SEGUNDO NIVEL
7037,DFSMP002856,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA MÉDICA CRISTO REY.,"CALLE 21 NO. 71, COL. UNIDAD HABITACIONAL SANTA CRUZ MEYEHUALCO",99999.0,EN OPERACION,-99.03719945347802,19.347621350653903,SEGUNDO NIVEL
7038,DFSMP002861,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,6,0,6,9,0,9,HOSPITAL ERMITA,"CALZ. ERMITA IZTAPALAPA NO 3450, COL. SANTA MARIA AZTAHUACAN",9500.0,EN OPERACION,-99.01911600029962,19.34792556519666,SEGUNDO NIVEL
7040,DFSMP002885,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,2,0,2,2,0,2,PLAZA MÉDICA 24 HORAS,"AV. VERACRUZ 6, COL. CUAJIMALPA CENTRO",99999.0,EN OPERACION,-99.29908814,19.3567103,SEGUNDO NIVEL
7041,DFSMP002890,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CLÍNICA Y MATERNIDAD DEL CARMEN,"AV. MÉXICO 71, COL. CUAJIMALPA",99999.0,EN OPERACION,-99.30038091732058,19.356723159107144,SEGUNDO NIVEL
7042,DFSMP002902,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,6,0,6,4,0,4,CENTRO MÉDICO CEDROS S.A. DE C.V.,"AV. SAN JOSÉ DE LOS CEDROS 148, COL. SAN JOSÉ DE LOS CEDROS",99999.0,EN OPERACION,-99.28828351,19.36722069,SEGUNDO NIVEL
7043,DFSMP002914,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,3,0,3,3,0,3,CLÍNICA NUESTRA SEÑORA DE LA SOLEDAD,"AV. MÉXICO 128 , COL. CUAJIMALPA",99999.0,EN OPERACION,-99.30092272354159,19.354853040485672,SEGUNDO NIVEL
7044,DFSMP002926,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,3,0,3,5,0,5,CLÍNICA MATERNA NUESTRA SEÑORA DE LA MERDED,"AV. SAN JOSÉ DE LOS CEDROS 148, COL. SAN JOSÉ DE LOS CEDROS",99999.0,EN OPERACION,-99.2882645,19.3670899,SEGUNDO NIVEL
7045,DFSMP002931,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,CUAJIMALPA DE MORELOS,CUAJIMALPA,SMP,NO ESPECIFICADO,2,0,2,7,0,7,SANATORIO LOURDES,"AV. PASTORES 150, COL. NAVIDAD CUAJIMALPA",99999.0,EN OPERACION,-99.2847,19.3744,SEGUNDO NIVEL
7046,DFSMP002943,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CONSULTORIO MÉDICO DRA PATRICIA SONIA LÓPEZ GARCES,"AV CANAL DE SAN JUAN NO 130 ACCESORIA 3, COL. TEPALCATES",9210.0,EN OPERACION,-99.0589468,19.3938878,SEGUNDO NIVEL
7047,DFSMP002955,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CENTRAL MÉDICA PAOLA SC,"FELIPE ANGELES 1639, COL. SAN ANTONIO",9900.0,EN OPERACION,-99.07423169999998,19.3083333,SEGUNDO NIVEL
7048,DFSMP002960,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,3,0,3,6,0,6,CENTRO MÉDICO MATERNO NFANTIL PAGOLA,"CECIL C. O´GORMAN NO 75, COL. SAN LORENZO TEZONCO",9900.0,EN OPERACION,-99.0931,19.3583,SEGUNDO NIVEL
7051,DFSMP002996,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,3,0,3,CENTRAL MÉDICA DE LA SALUD,"AV. MÉXICO MZA 2 LT. 7, COL. IXTLAHUACAN",99999.0,EN OPERACION,-98.99970528675112,19.345858684653784,SEGUNDO NIVEL
